WAST,DP,Dta,Dts,EV,QFE,QFF,QNH,RF,RH,S,SR,ST1,ST2,ST3,ST4,Sx,T
2/4/2015 14:20,5.1,7,28,0.1,1013.6,1017,1017.2,0,24,4,900,25.1,24.2,25.1,25.9,7,27.51
2/4/2015 14:30,4.7,187,80,0.1,1013.5,1016.9,1017.1,0,24.8,4,159,25.2,24.2,25.1,25.9,11,26.51
2/4/2015 14:40,5.1,138,22,0.1,1013.4,1016.8,1017,0,26.1,4,183,25.3,24.3,25.1,25.9,6,26.06
2/4/2015 14:50,9.3,187,55,0,1013.5,1016.9,1017.1,0,36.3,4,778,25.4,24.3,25.1,25.9,6,25.39
2/4/2015 15:00,9.3,256,33,0.2,1013.4,1016.8,1017,0,34.5,6,686,25.5,24.3,25.1,25.9,11,26.25
2/4/2015 15:10,8.2,220,31,0.1,1013.1,1016.5,1016.7,0,32.5,6,694,25.6,24.3,25.1,25.9,13,25.92
2/4/2015 15:20,9.4,236,32,0.1,1013.2,1016.6,1016.8,0,34.9,7,568,25.8,24.4,25.1,25.9,11,26.15
2/4/2015 15:30,9.5,246,29,0.1,1013.5,1016.9,1017.1,0,35.3,6,535,25.9,24.4,25.1,25.9,13,26.03
2/4/2015 15:40,9.1,247,25,0.1,1013.6,1017,1017.2,0,35.9,7,504,26,24.4,25.1,25.9,13,25.31
2/4/2015 15:50,9,235,30,0.1,1013.4,1016.8,1017,0,36.6,6,484,26.1,24.5,25.1,25.9,10,24.86
2/4/2015 16:00,9.6,231,26,0.1,1013.1,1016.5,1016.7,0,37.2,6,447,26.2,24.5,25.1,25.9,10,25.32
2/4/2015 16:10,9.1,232,29,0,1013,1016.4,1016.6,0,37.1,6,389,26.3,24.6,25.1,25.9,10,24.75
2/4/2015 16:20,9.4,238,32,0.1,1013.1,1016.5,1016.7,0,38.4,6,356,26.4,24.6,25.1,25.9,12,24.57
2/4/2015 16:30,9.8,236,30,0,1013.5,1016.9,1017.1,0,40,6,334,26.5,24.6,25.1,25.9,10,24.28
2/4/2015 16:40,8.8,234,34,0.1,1013.5,1016.9,1017.1,0,37,6,304,26.5,24.7,25.1,25.9,10,24.49
2/4/2015 16:50,9.2,227,34,0.1,1013.4,1016.8,1017,0,40.3,6,266,26.6,24.7,25.1,25.9,11,23.53
2/4/2015 17:00,10.1,232,33,0,1013.1,1016.5,1016.7,0,43.4,6,229,26.7,24.8,25.1,25.9,11,23.25
2/4/2015 17:10,9.6,224,32,0,1013.3,1016.7,1016.9,0,42.6,5,180,26.8,24.8,25.1,25.9,9,23.07
2/4/2015 17:20,9.2,224,31,0.1,1013.5,1016.9,1017.1,0,42,6,145,26.9,24.8,25.1,25.9,10,22.82
2/4/2015 17:30,10.5,221,28,0,1013.1,1016.5,1016.7,0,46.5,5,37,26.9,24.9,25.1,25.9,8,22.62
2/4/2015 17:40,10.5,117,38,0,1013.7,1017.1,1017.3,0,47.2,4,42,27,24.9,25.1,25.9,8,22.3
2/4/2015 17:50,10.4,223,23,0,1013.8,1017.2,1017.4,0,47.9,4,28,27.1,25,25.1,25.9,7,21.97
2/4/2015 18:00,11,230,25,0,1013.4,1016.9,1017,0,50.9,5,28,27.1,25,25.1,25.9,8,21.66
2/4/2015 18:10,11.7,227,22,0,1013.9,1017.4,1017.5,0,54.3,4,17,27.2,25,25.1,25.9,7,21.37
2/4/2015 18:20,11.7,233,18,0,1014.1,1017.6,1017.7,0,55.3,3,21,27.2,25.1,25.1,25.9,5,21.09
2/4/2015 18:30,11,208,17,0,1014.2,1017.7,1017.8,0,53.7,3,8,27.3,25.1,25.1,25.9,5,20.8
2/4/2015 18:40,10.8,209,20,0,1014.2,1017.7,1017.8,0,53,4,8,27.3,25.1,25.1,25.9,6,20.76
2/4/2015 18:50,10.7,204,12,0,1014.3,1017.8,1017.9,0,52.9,4,19,27.3,25.2,25.1,25.9,6,20.67
2/4/2015 19:00,10.5,205,12,0,1014.2,1017.7,1017.8,0,52.8,4,20,27.4,25.2,25.1,25.9,7,20.47
2/4/2015 19:10,11,197,13,0,1014.3,1017.8,1017.9,0,55.1,5,24,27.4,25.3,25.1,25.9,7,20.33
2/4/2015 19:20,11.5,199,10,0,1014.4,1017.9,1018,0,57.9,4,13,27.4,25.3,25.2,25.9,6,20.12
2/4/2015 19:30,12.1,198,10,0,1014.5,1018,1018.1,0,60.4,4,24,27.4,25.3,25.2,25.9,7,20.03
2/4/2015 19:40,12.2,192,8,0,1014.6,1018.1,1018.2,0,62.2,4,11,27.4,25.4,25.2,25.9,6,19.72
2/4/2015 19:50,12.4,201,12,0,1014.6,1018.1,1018.2,0,63.9,4,12,27.4,25.4,25.2,25.9,6,19.5
2/4/2015 20:00,12.7,201,16,0,1014.6,1018.1,1018.2,0,65.5,4,19,27.4,25.4,25.2,25.9,6,19.35
2/4/2015 20:10,12.7,192,11,0,1014.6,1018.1,1018.2,0,66.5,4,25,27.4,25.5,25.2,25.9,6,19.12
2/4/2015 20:20,12.7,194,12,0,1014.6,1018.1,1018.2,0,67.6,4,13,27.3,25.5,25.2,25.9,5,18.84
2/4/2015 20:30,12.5,188,8,0,1014.6,1018.1,1018.2,0,67.9,4,12,27.3,25.5,25.2,25.9,5,18.61
2/4/2015 20:40,12.1,188,19,0,1014.5,1018,1018.1,0,64.9,5,30,27.3,25.5,25.2,25.9,9,18.89
2/4/2015 20:50,11.2,180,18,0,1014.6,1018.1,1018.2,0,60.4,5,26,27.3,25.5,25.2,25.9,8,19.1
2/4/2015 21:00,10.7,188,18,0,1014.6,1018.1,1018.2,0,59.4,5,20,27.2,25.6,25.2,25.9,8,18.81
2/4/2015 21:10,10.4,190,19,0,1014.5,1018,1018.1,0,58.3,4,9,27.2,25.6,25.3,25.9,7,18.85
2/4/2015 21:20,10.1,184,14,0,1014.6,1018.1,1018.2,0,56.9,4,20,27.1,25.6,25.3,25.9,7,18.87
2/4/2015 21:30,9.9,180,20,0,1014.6,1018.1,1018.2,0,56.8,4,18,27.1,25.6,25.3,25.9,6,18.64
2/4/2015 21:40,9.7,181,16,0,1014.5,1018,1018.1,0,55.1,5,28,27.1,25.6,25.3,25.9,8,18.92
2/4/2015 21:50,9.4,175,12,0,1014.5,1018,1018.1,0,55,4,16,27,25.6,25.3,25.9,7,18.65
2/4/2015 22:00,9.3,181,14,0,1014.5,1018,1018.1,0,54.8,5,19,26.9,25.6,25.3,25.9,6,18.67
2/4/2015 22:10,9.3,179,16,0,1014.4,1017.9,1018,0,54.4,5,10,26.9,25.7,25.3,25.9,7,18.7
2/4/2015 22:20,9.2,175,4,0,1014.4,1017.9,1018,0,55.6,3,16,26.8,25.7,25.3,25.9,6,18.25
2/4/2015 22:30,9.2,168,18,0,1014.3,1017.8,1017.9,0,56.6,4,21,26.8,25.7,25.3,25.9,6,18.03
2/4/2015 22:40,9.3,166,16,0,1014.2,1017.7,1017.8,0,57.1,4,19,26.7,25.7,25.3,25.9,6,17.93
2/4/2015 22:50,9.2,175,14,0,1014.1,1017.6,1017.7,0,58.1,4,16,26.7,25.7,25.4,25.8,5,17.54
2/4/2015 23:00,9.3,175,9,0,1014.1,1017.6,1017.7,0,59.5,4,19,26.6,25.7,25.4,25.9,5,17.27
2/4/2015 23:10,9.3,193,3,0,1013.9,1017.4,1017.5,0,61.1,3,20,26.6,25.7,25.4,25.9,4,16.9
2/4/2015 23:20,9.4,192,0,0,1013.9,1017.4,1017.5,0,62.9,2,16,26.5,25.7,25.4,25.9,4,16.54
2/4/2015 23:30,9.5,192,0,0,1013.8,1017.3,1017.4,0,64.5,0,25,26.4,25.7,25.4,25.8,0,16.28
2/4/2015 23:40,9.6,192,0,0,1013.6,1017.1,1017.2,0,66.4,0,30,26.4,25.6,25.4,25.9,0,15.91
2/4/2015 23:50,9.8,192,0,0,1013.5,1017,1017.1,0,67.8,0,7,26.3,25.6,25.4,25.9,0,15.74
1/6/2015 0:00,7.1,99,0,0,1016.3,1019.9,1019.9,0,91,0,24,16.3,16.5,16.9,18.6,0,8.51
1/6/2015 0:10,6.8,99,0,-0.1,1016.2,1019.8,1019.8,0,91.3,0,14,16.2,16.5,16.9,18.6,0,8.16
1/6/2015 0:20,6.8,99,0,0,1016.3,1019.9,1019.9,0,93.1,0,18,16.2,16.5,16.9,18.7,0,7.93
1/6/2015 0:30,6.9,99,0,0,1016.1,1019.7,1019.7,0,94.1,0,20,16.1,16.4,16.9,18.6,0,7.84
1/6/2015 0:40,7,99,0,0,1016,1019.6,1019.6,0,95.3,0,11,16.1,16.4,16.9,18.6,0,7.79
1/6/2015 0:50,6.8,99,0,0,1015.9,1019.5,1019.5,0,95.9,0,12,16,16.4,16.9,18.6,0,7.47
1/6/2015 1:00,6.9,99,0,0,1015.8,1019.4,1019.4,0,97,0,21,16,16.4,16.9,18.6,0,7.41
1/6/2015 1:10,7,99,0,0,1015.7,1019.3,1019.3,0,97.4,0,23,15.9,16.4,16.9,18.6,0,7.44
1/6/2015 1:20,7,99,0,0,1015.7,1019.3,1019.3,0,97.5,0,20,15.9,16.3,16.9,18.6,0,7.43
1/6/2015 1:30,7,99,0,0,1015.6,1019.2,1019.2,0,97.4,0,16,15.8,16.3,16.9,18.6,0,7.42
1/6/2015 1:40,7.1,99,0,0,1015.6,1019.2,1019.2,0,97.5,0,10,15.8,16.3,16.9,18.6,0,7.51
1/6/2015 1:50,6.8,99,0,0,1015.6,1019.2,1019.2,0,97.5,0,19,15.7,16.3,16.9,18.6,0,7.24
1/6/2015 2:00,6.8,99,0,0,1015.5,1019.1,1019.1,0,97.5,2,20,15.7,16.2,16.9,18.6,4,7.17
1/6/2015 2:10,6.9,99,0,-0.1,1015.4,1019,1019,0,97.5,4,24,15.6,16.2,16.9,18.6,4,7.3
1/6/2015 2:20,7.2,98,2,0,1015.3,1018.9,1018.9,0,97.5,5,20,15.6,16.2,16.9,18.6,5,7.62
1/6/2015 2:30,7.1,97,3,0,1015.2,1018.8,1018.8,0,97.5,4,12,15.5,16.1,16.9,18.6,5,7.52
1/6/2015 2:40,7.2,102,0,0,1015.2,1018.8,1018.8,0,97.5,3,26,15.5,16.1,16.9,18.6,4,7.59
1/6/2015 2:50,6.8,102,0,0,1015.2,1018.8,1018.8,0,97.4,2,16,15.4,16.1,16.9,18.6,3,7.27
1/6/2015 3:00,6.9,102,0,0,1015.2,1018.8,1018.8,0,97.5,3,18,15.4,16.1,16.9,18.6,4,7.35
1/6/2015 3:10,7.2,101,0,0,1015.2,1018.8,1018.8,0,97.5,3,23,15.4,16,16.9,18.6,4,7.59
1/6/2015 3:20,6.8,101,0,0,1015.1,1018.7,1018.7,0,97.4,3,4,15.3,16,16.9,18.6,4,7.21
1/6/2015 3:30,7.1,94,3,0,1015.1,1018.7,1018.7,0,97.4,4,28,15.2,16,16.9,18.6,4,7.55
1/6/2015 3:40,6.8,79,3,0,1015,1018.6,1018.6,0,97.4,5,15,15.2,16,16.9,18.6,5,7.27
1/6/2015 3:50,7.4,69,5,0,1014.9,1018.5,1018.5,0,97.4,5,16,15.2,16,16.9,18.6,6,7.83
1/6/2015 4:00,7.5,76,4,0,1014.9,1018.5,1018.5,0,97.3,4,17,15.1,15.9,16.9,18.6,6,7.95
1/6/2015 4:10,6.9,80,6,-0.1,1014.9,1018.5,1018.5,0,96.2,4,28,15.1,15.9,16.9,18.6,5,7.56
1/6/2015 4:20,6.7,74,5,0,1014.8,1018.4,1018.4,0,95.5,5,26,15,15.9,16.9,18.7,6,7.39
1/6/2015 4:30,8.4,60,11,0,1014.9,1018.5,1018.5,0,95.2,6,15,15,15.8,16.9,18.6,9,9.18
1/6/2015 4:40,8.1,54,16,0,1014.8,1018.4,1018.4,0,83.9,5,13,14.9,15.8,16.9,18.6,8,10.73
1/6/2015 4:50,6.7,55,15,0,1014.8,1018.4,1018.4,0,75.7,5,13,14.9,15.8,16.8,18.6,8,10.9
1/6/2015 5:00,6.1,59,13,0,1014.8,1018.4,1018.4,0,73.3,6,25,14.9,15.8,16.8,18.6,8,10.67
1/6/2015 5:10,6,60,11,0,1014.7,1018.3,1018.3,0,74.7,5,22,14.8,15.7,16.8,18.6,8,10.29
1/6/2015 5:20,5.9,60,12,0,1014.6,1018.2,1018.2,0,74.1,4,19,14.8,15.7,16.8,18.6,6,10.39
1/6/2015 5:30,5.8,63,7,0,1014.6,1018.2,1018.2,0,75.1,4,24,14.7,15.7,16.8,18.6,6,10.09
1/6/2015 5:40,6.1,54,11,0,1014.6,1018.2,1018.2,0,74.4,4,19,14.7,15.7,16.8,18.6,6,10.54
1/6/2015 5:50,5.9,61,7,0,1014.5,1018.1,1018.1,0,72,4,22,14.7,15.6,16.8,18.6,7,10.78
1/6/2015 6:00,5.9,63,13,0,1014.5,1018.1,1018.1,0,71.7,4,21,14.7,15.6,16.8,18.6,7,10.84
1/6/2015 6:10,5.8,59,17,0,1014.5,1018.1,1018.1,0,71.5,3,8,14.6,15.6,16.8,18.6,6,10.75
1/6/2015 6:20,5.7,39,13,0,1014.5,1018.1,1018.1,0,70.4,4,24,14.6,15.6,16.8,18.6,6,10.95
1/6/2015 6:30,5.6,48,8,0,1014.4,1018,1018,0,69.5,4,17,14.5,15.5,16.8,18.6,6,11.05
1/6/2015 6:40,5.7,52,17,0,1014.5,1018.1,1018.1,0,68.6,5,23,14.5,15.5,16.8,18.6,9,11.26
1/6/2015 6:50,5.5,45,18,0,1014.5,1018.1,1018.1,0,66.5,6,22,14.5,15.5,16.7,18.6,8,11.58
1/6/2015 7:00,5.4,35,17,0,1014.6,1018.2,1018.2,0,65.7,6,31,14.5,15.5,16.7,18.6,8,11.65
1/6/2015 7:10,5.4,23,19,0,1014.7,1018.3,1018.3,0,67.3,4,26,14.5,15.4,16.7,18.6,7,11.32
1/6/2015 7:20,5.5,23,9,0,1014.7,1018.3,1018.3,0,66.9,4,38,14.4,15.4,16.7,18.6,7,11.43
1/6/2015 7:30,5.3,38,17,0,1014.8,1018.4,1018.4,0,61.8,6,29,14.4,15.4,16.7,18.6,11,12.39
1/6/2015 7:40,3.9,44,20,0,1014.8,1018.4,1018.4,0,54.2,7,52,14.4,15.4,16.7,18.6,10,12.93
1/6/2015 7:50,3.2,45,19,0,1014.9,1018.5,1018.5,0,51.3,7,48,14.4,15.4,16.7,18.6,11,13.11
1/6/2015 8:00,2.8,48,17,0,1014.9,1018.5,1018.5,0,49,7,47,14.3,15.3,16.7,18.6,10,13.36
1/6/2015 8:10,2.6,43,20,0,1015,1018.6,1018.6,0,47.6,6,76,14.3,15.3,16.7,18.6,10,13.5
1/6/2015 8:20,2.5,39,16,0,1015.1,1018.7,1018.7,0,47.3,6,84,14.3,15.3,16.7,18.6,9,13.57
1/6/2015 8:30,2.5,44,20,0,1015,1018.6,1018.6,0,46.7,6,103,14.3,15.3,16.7,18.6,9,13.7
1/6/2015 8:40,2.4,43,18,0,1015.1,1018.7,1018.7,0,46,6,119,14.3,15.3,16.6,18.6,10,13.85
1/6/2015 8:50,2.2,42,19,0.1,1015.1,1018.7,1018.7,0,44.9,7,129,14.3,15.2,16.6,18.6,10,14.06
1/6/2015 9:10,2,35,16,0,1015.4,1019,1019,0,41.8,7,336,14.3,15.2,16.6,18.6,11,14.89
1/6/2015 9:20,2,33,17,0.1,1015.5,1019,1019.1,0,40.8,8,230,14.3,15.2,16.6,18.6,12,15.29
1/6/2015 9:30,1.7,30,20,0,1015.5,1019,1019.1,0,39.6,7,223,14.3,15.2,16.6,18.6,11,15.42
1/6/2015 9:40,1.7,31,19,0,1015.6,1019.1,1019.2,0,39.2,7,247,14.3,15.2,16.6,18.7,11,15.55
1/6/2015 9:50,1.8,32,18,0.1,1015.7,1019.2,1019.3,0,38.1,7,367,14.3,15.2,16.6,18.6,11,16.11
1/6/2015 10:00,2.1,29,22,0,1015.8,1019.3,1019.4,0,37.8,7,369,14.3,15.1,16.6,18.6,10,16.57
1/6/2015 10:10,1.8,27,19,0.1,1015.8,1019.3,1019.4,0,36.3,7,424,14.3,15.2,16.6,18.6,10,16.84
1/6/2015 10:20,1.6,33,21,0.1,1015.9,1019.4,1019.5,0,35.9,8,373,14.3,15.1,16.5,18.6,12,16.89
1/6/2015 10:30,2,36,19,0,1015.8,1019.3,1019.4,0,36.4,7,456,14.4,15.1,16.5,18.6,13,17.06
1/6/2015 10:40,2.2,27,20,0,1015.6,1019.1,1019.2,0,36.1,6,471,14.4,15.1,16.5,18.6,9,17.43
1/6/2015 10:50,1.4,22,22,0.1,1015.5,1019,1019.1,0,33.2,7,386,14.4,15.1,16.5,18.6,12,17.83
1/6/2015 11:00,0.9,17,20,0.1,1015.3,1018.8,1018.9,0,31.4,8,476,14.5,15.1,16.5,18.6,12,18.15
1/6/2015 11:10,1.1,13,20,0.1,1015.2,1018.7,1018.8,0,30.2,8,504,14.5,15.1,16.5,18.6,13,19.02
1/6/2015 11:20,0.4,18,20,0,1015,1018.5,1018.6,0,28.3,9,566,14.6,15.1,16.5,18.6,15,19.27
1/6/2015 11:30,1,20,19,0.1,1014.7,1018.2,1018.3,0,28.3,9,527,14.6,15.1,16.5,18.6,17,19.96
1/6/2015 11:40,0.8,20,20,0.1,1014.5,1018,1018.1,0,27.3,8,584,14.7,15.1,16.5,18.6,16,20.25
1/6/2015 11:50,0.1,18,21,0.1,1014.4,1017.9,1018,0,25.4,7,564,14.7,15.1,16.5,18.6,12,20.61
1/6/2015 12:00,-0.4,27,24,0.1,1014,1017.5,1017.6,0,24.7,9,558,14.8,15.1,16.5,18.6,16,20.34
1/6/2015 12:10,-0.3,22,22,0.1,1013.6,1017.1,1017.2,0,24.6,9,531,14.9,15.1,16.4,18.6,15,20.61
1/6/2015 12:20,-0.5,24,22,0.1,1013.2,1016.7,1016.8,0,23.7,9,570,15,15.1,16.4,18.6,15,20.93
1/6/2015 12:30,-0.9,19,23,0.1,1012.7,1016.2,1016.3,0,22.8,8,647,15.1,15.1,16.4,18.6,16,21.12
1/6/2015 12:40,-1.3,28,23,0.1,1012.3,1015.8,1015.9,0,22.3,10,582,15.1,15.2,16.4,18.6,17,20.97
1/6/2015 12:50,-2,19,22,0.1,1012,1015.5,1015.6,0,21,9,555,15.2,15.2,16.4,18.6,14,21.13
1/6/2015 13:00,-2.5,24,24,0.1,1011.7,1015.2,1015.3,0,20.3,10,545,15.3,15.2,16.4,18.6,17,21.01
1/6/2015 13:10,-2.4,29,26,0.1,1011.5,1015,1015.1,0,20.2,9,599,15.4,15.2,16.4,18.6,16,21.24
1/6/2015 13:20,-2.5,32,21,0.1,1011.4,1014.9,1015,0,20.2,10,580,15.5,15.2,16.4,18.6,17,21.07
1/6/2015 13:30,-2.2,21,25,0.1,1011.1,1014.6,1014.7,0,20.2,9,462,15.6,15.3,16.4,18.6,15,21.51
1/6/2015 13:40,-2.3,10,21,0.1,1010.9,1014.4,1014.5,0,21.1,9,392,15.8,15.3,16.4,18.7,15,20.66
1/6/2015 13:50,-2.4,16,21,0.1,1010.6,1014.1,1014.2,0,21.2,9,308,15.9,15.3,16.4,18.6,15,20.46
1/6/2015 14:00,-2,16,19,0,1010.3,1013.8,1013.9,0,22.1,9,329,16,15.4,16.4,18.6,16,20.33
1/6/2015 14:10,-2.7,27,22,0.1,1010.2,1013.7,1013.8,0,21.3,9,237,16.1,15.4,16.4,18.6,16,20.03
1/6/2015 14:20,-2.2,21,21,0.1,1010,1013.5,1013.6,0,21.9,9,306,16.2,15.4,16.4,18.6,13,20.21
1/6/2015 14:30,-2.2,28,22,0,1009.8,1013.3,1013.4,0,21.6,8,373,16.3,15.5,16.4,18.6,12,20.35
1/6/2015 14:40,-1.8,34,21,0.1,1009.7,1013.2,1013.3,0,21.7,9,346,16.4,15.5,16.4,18.6,15,20.77
1/6/2015 14:50,-1.8,29,18,0.1,1009.6,1013.1,1013.2,0,22.4,9,253,16.5,15.6,16.4,18.6,13,20.31
1/6/2015 15:00,-1.8,34,18,0,1009.6,1013.1,1013.2,0,22.6,9,240,16.6,15.6,16.4,18.6,15,20.15
1/6/2015 15:10,-1.8,40,24,0.1,1009.4,1012.9,1013,0,22.5,6,206,16.7,15.6,16.4,18.6,10,20.18
1/6/2015 15:20,-1.5,33,21,0,1009.2,1012.7,1012.8,0,23,7,194,16.8,15.7,16.4,18.6,10,20.25
1/6/2015 15:30,-1.8,26,16,0,1009.2,1012.7,1012.8,0,22.6,7,162,16.9,15.7,16.4,18.6,12,20.13
1/6/2015 15:40,-1.7,22,21,0.1,1009.1,1012.6,1012.7,0,22.9,8,141,16.9,15.8,16.4,18.6,12,20.02
1/6/2015 15:50,-0.8,17,18,0,1009,1012.5,1012.6,0,24.6,6,140,17,15.8,16.4,18.6,9,19.91
1/6/2015 16:00,-1.3,14,19,0,1009,1012.5,1012.6,0,24.1,6,116,17.1,15.9,16.4,18.6,9,19.76
1/6/2015 16:10,-1.5,19,18,0.1,1009.1,1012.5,1012.6,0,23.9,6,103,17.2,15.9,16.4,18.6,10,19.64
1/6/2015 16:20,-1,8,17,0,1009,1012.5,1012.6,0,25,5,82,17.2,15.9,16.4,18.6,8,19.46
1/6/2015 16:30,-0.5,10,16,0,1009,1012.5,1012.6,0,26.3,4,74,17.3,16,16.4,18.6,6,19.22
1/6/2015 16:40,-0.4,5,10,0,1009.1,1012.6,1012.7,0,26.8,5,55,17.3,16,16.4,18.6,7,19.05
1/6/2015 16:50,-0.1,20,11,0,1009.1,1012.6,1012.7,0,27.9,4,50,17.3,16.1,16.5,18.6,5,18.81
1/6/2015 17:00,0.1,15,13,0.1,1009,1012.5,1012.6,0,28.9,4,39,17.4,16.1,16.5,18.6,5,18.57
1/6/2015 17:10,0.1,17,14,0,1008.8,1012.3,1012.4,0,29.1,5,36,17.4,16.2,16.5,18.6,6,18.4
1/6/2015 17:20,0.6,9,10,0,1008.8,1012.3,1012.4,0,31,4,24,17.4,16.2,16.5,18.6,6,18
1/6/2015 17:30,0.5,19,14,0,1008.8,1012.3,1012.4,0,31.3,4,16,17.5,16.2,16.5,18.6,5,17.76
1/6/2015 17:40,0.6,19,9,0,1008.7,1012.3,1012.3,0,31.8,4,15,17.5,16.3,16.5,18.6,5,17.59
1/6/2015 17:50,1,5,4,0,1008.8,1012.3,1012.4,0,33.5,3,16,17.5,16.3,16.5,18.6,5,17.23
1/6/2015 18:00,1,3,2,0,1008.9,1012.4,1012.5,0,34.2,3,12,17.5,16.3,16.5,18.6,4,16.97
1/6/2015 18:10,1.2,15,9,0,1008.9,1012.4,1012.5,0,34.6,4,17,17.5,16.3,16.5,18.6,5,16.97
1/6/2015 18:20,1.4,22,9,0,1009,1012.5,1012.6,0,35.4,3,20,17.5,16.4,16.5,18.6,5,16.81
1/6/2015 18:30,1.5,25,4,0,1009,1012.5,1012.6,0,35.7,4,13,17.5,16.4,16.5,18.6,5,16.81
1/6/2015 18:40,1.8,31,8,0,1009,1012.5,1012.6,0,36.3,4,28,17.5,16.4,16.6,18.6,5,16.87
1/6/2015 18:50,2.3,65,19,0,1009,1012.5,1012.6,0,39.7,4,11,17.5,16.4,16.6,18.6,5,16.06
1/6/2015 19:00,2,59,8,0,1009,1012.6,1012.6,0,38.5,4,14,17.5,16.5,16.6,18.6,7,16.15
1/6/2015 19:10,1.9,60,11,0,1008.9,1012.4,1012.5,0,37.9,5,15,17.4,16.5,16.6,18.6,7,16.28
1/6/2015 19:20,1.9,45,17,0,1008.7,1012.2,1012.3,0,37.7,6,25,17.4,16.5,16.6,18.6,8,16.42
1/6/2015 19:30,2.1,31,11,0,1008.7,1012.2,1012.3,0,39.2,5,21,17.4,16.5,16.6,18.6,8,16.01
1/6/2015 19:40,2.3,40,12,0.1,1008.7,1012.2,1012.3,0,40,6,16,17.3,16.5,16.6,18.6,8,15.96
1/6/2015 19:50,2.6,16,17,0,1008.7,1012.2,1012.3,0,42.5,4,29,17.3,16.5,16.6,18.6,6,15.29
1/6/2015 20:00,2.8,21,11,0,1008.7,1012.2,1012.3,0,43.4,5,14,17.3,16.6,16.7,18.6,7,15.24
1/6/2015 20:10,2.9,25,11,0,1008.6,1012.1,1012.2,0,43.5,6,22,17.3,16.5,16.7,18.6,8,15.31
1/6/2015 20:20,2.9,28,16,0,1008.5,1012,1012.1,0,43.1,6,20,17.2,16.6,16.7,18.6,8,15.42
1/6/2015 20:30,3,29,13,0,1008.5,1012,1012.1,0,43.7,5,14,17.2,16.6,16.7,18.6,8,15.36
